last_name,middle_name,name,name1,description,execution_date,finish_date,status,id_assessment_execution,score_label,score_subcategory,score_value,id_section,title
Moore,,Rory,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 03:32:55","2017-08-08 15:50:12",FINISHED,43,C,NULL,0.644,NULL,NULL
Moore,,Rory,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 03:32:55","2017-08-08 15:50:12",FINISHED,43,E,NULL,0.6258,NULL,NULL
Moore,,Rory,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 03:32:55","2017-08-08 15:50:12",FINISHED,43,I,NULL,0.553,NULL,NULL
Moore,,Rory,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 03:32:55","2017-08-08 15:50:12",FINISHED,43,S,NULL,-0.1027,NULL,NULL
Moore,,Rory,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 03:32:55","2017-08-08 15:50:12",FINISHED,43,R,NULL,-0.4144,NULL,NULL
Moore,,Rory,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 03:32:55","2017-08-08 15:50:12",FINISHED,43,A,NULL,-1.173,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-08-15 14:53:49","2017-08-16 16:20:55",FINISHED,52,I,NULL,-0.6393,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-08-15 14:53:49","2017-08-16 16:20:55",FINISHED,52,R,NULL,-1.5289,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-08-15 14:53:49","2017-08-16 16:20:55",FINISHED,52,S,NULL,2.8901,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-08-15 14:53:49","2017-08-16 16:20:55",FINISHED,52,E,NULL,2.1912,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-08-15 14:53:49","2017-08-16 16:20:55",FINISHED,52,C,NULL,-1.3686,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-08-15 14:53:49","2017-08-16 16:20:55",FINISHED,52,A,NULL,2.1022,NULL,NULL
Ryan,,Jenny,"Social Skills Assessment","For ages 6-12","2017-09-20 15:43:20","2017-09-20 15:43:49",FINISHED,56,Percentage,NULL,0,396,Greetings
Ryan,,Jenny,"Social Skills Assessment","For ages 6-12","2017-09-20 15:43:20","2017-09-20 15:43:49",FINISHED,56,Percentage,NULL,100,397,"Reciprocating questions"
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:52:28","2017-09-25 18:52:39",FINISHED,57,fe,Average,1.5,NULL,NULL
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:52:28","2017-09-25 18:52:39",FINISHED,57,ch,Average,3.5,NULL,NULL
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:52:28","2017-09-25 18:52:39",FINISHED,57,"TOTAL Percentage",NULL,96.648,NULL,NULL
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:52:28","2017-09-25 18:52:39",FINISHED,57,ch,Percentage,99.9767,NULL,NULL
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:52:28","2017-09-25 18:52:39",FINISHED,57,fe,Percentage,93.3193,NULL,NULL
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:52:28","2017-09-25 18:52:39",FINISHED,57,"TOTAL Average",NULL,2.5,NULL,NULL
Black,,Joseph,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:53:00","2017-09-25 18:53:12",FINISHED,58,fe,Percentage,99.9767,NULL,NULL
Black,,Joseph,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:53:00","2017-09-25 18:53:12",FINISHED,58,fe,Average,3.5,NULL,NULL
Black,,Joseph,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:53:00","2017-09-25 18:53:12",FINISHED,58,ch,Percentage,97.725,NULL,NULL
Black,,Joseph,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:53:00","2017-09-25 18:53:12",FINISHED,58,ch,Average,2.0,NULL,NULL
Black,,Joseph,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:53:00","2017-09-25 18:53:12",FINISHED,58,"TOTAL Average",NULL,2.75,NULL,NULL
Black,,Joseph,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 18:53:00","2017-09-25 18:53:12",FINISHED,58,"TOTAL Percentage",NULL,98.8509,NULL,NULL
Smith,,Client,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:34:19","2017-09-25 19:34:34",FINISHED,59,"TOTAL Percentage",NULL,84.5056,NULL,NULL
Smith,,Client,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:34:19","2017-09-25 19:34:34",FINISHED,59,ch,Percentage,99.865,NULL,NULL
Smith,,Client,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:34:19","2017-09-25 19:34:34",FINISHED,59,"TOTAL Average",NULL,1.75,NULL,NULL
Smith,,Client,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:34:19","2017-09-25 19:34:34",FINISHED,59,fe,Average,0.5,NULL,NULL
Smith,,Client,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:34:19","2017-09-25 19:34:34",FINISHED,59,ch,Average,3.0,NULL,NULL
Smith,,Client,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:34:19","2017-09-25 19:34:34",FINISHED,59,fe,Percentage,69.1462,NULL,NULL
Johnson,,Lakisha,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:48:44","2017-09-25 19:48:58",FINISHED,60,fe,Average,3.5,NULL,NULL
Johnson,,Lakisha,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:48:44","2017-09-25 19:48:58",FINISHED,60,"TOTAL Percentage",NULL,96.648,NULL,NULL
Johnson,,Lakisha,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:48:44","2017-09-25 19:48:58",FINISHED,60,ch,Percentage,93.3193,NULL,NULL
Johnson,,Lakisha,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:48:44","2017-09-25 19:48:58",FINISHED,60,ch,Average,1.5,NULL,NULL
Johnson,,Lakisha,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:48:44","2017-09-25 19:48:58",FINISHED,60,"TOTAL Average",NULL,2.5,NULL,NULL
Johnson,,Lakisha,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 19:48:44","2017-09-25 19:48:58",FINISHED,60,fe,Percentage,99.9767,NULL,NULL
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 20:06:28","2017-09-25 20:06:43",FINISHED,61,"TOTAL Percentage",NULL,95.5221,NULL,NULL
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 20:06:28","2017-09-25 20:06:43",FINISHED,61,ch,Percentage,97.725,NULL,NULL
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 20:06:28","2017-09-25 20:06:43",FINISHED,61,fe,Average,1.5,NULL,NULL
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 20:06:28","2017-09-25 20:06:43",FINISHED,61,fe,Percentage,93.3193,NULL,NULL
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 20:06:28","2017-09-25 20:06:43",FINISHED,61,"TOTAL Average",NULL,1.75,NULL,NULL
Smith,,James,"Average multidimensional test assesment","This is a test for average multidimensional model","2017-09-25 20:06:28","2017-09-25 20:06:43",FINISHED,61,ch,Average,2.0,NULL,NULL
Smith,,Client,"Post-Lesson Survey","To be given at the end of every lesson.","2017-11-13 17:33:11","2017-11-13 17:33:18",INVALID,63,Percentage,NULL,0,NULL,NULL
Smith,,Client,"Post-Lesson Survey","To be given at the end of every lesson.","2017-11-13 18:56:33","2017-11-13 18:56:40",INVALID,65,Percentage,NULL,100,NULL,NULL
Smith,,Client,"Post-Lesson Survey","To be given at the end of every lesson.","2017-11-13 23:24:24","2017-11-13 23:24:30",FINISHED,66,Percentage,NULL,100,NULL,NULL
Michaels,,Daniel,"Social Skills Assessment","For ages 6-12","2017-11-27 22:24:45","2017-11-27 22:25:06",FINISHED,68,Percentage,NULL,0,396,Greetings
Michaels,,Daniel,"Social Skills Assessment","For ages 6-12","2017-11-27 22:24:45","2017-11-27 22:25:06",FINISHED,68,Percentage,NULL,0,397,"Reciprocating questions"
Michaels,,Daniel,"[COPY]Social Skills Assessment","For ages 6-12","2017-11-27 22:41:30","2017-11-27 22:41:50",INVALID,69,Percentage,NULL,0,526,Greetings
Michaels,,Daniel,"[COPY]Social Skills Assessment","For ages 6-12","2017-11-27 22:41:30","2017-11-27 22:41:50",INVALID,69,Percentage,NULL,0,528,"Group learning skills"
Michaels,,Daniel,"[COPY]Social Skills Assessment","For ages 6-12","2017-11-27 22:41:30","2017-11-27 22:41:50",INVALID,69,Percentage,NULL,0,527,"Reciprocating questions"
Michaels,,Daniel,"[COPY]Social Skills Assessment","For ages 6-12","2017-11-27 22:44:00","2017-11-27 22:44:15",INVALID,70,Percentage,NULL,0,524,"Play Skills"
Michaels,,Daniel,"[COPY]Social Skills Assessment","For ages 6-12","2017-11-27 22:44:00","2017-11-27 22:44:15",INVALID,70,Percentage,NULL,0,526,Greetings
Michaels,,Daniel,"[COPY]Social Skills Assessment","For ages 6-12","2017-11-27 22:44:00","2017-11-27 22:44:15",INVALID,70,Percentage,NULL,0,528,"Group learning skills"
Michaels,,Daniel,"[COPY]Social Skills Assessment","For ages 6-12","2017-11-27 22:44:00","2017-11-27 22:44:15",INVALID,70,Percentage,NULL,0,527,"Reciprocating questions"
Edwards,,Jack,"[COPY]Social Skills Assessment","For ages 6-12","2017-11-27 22:46:03","2017-11-27 22:46:19",INVALID,71,Percentage,NULL,0,524,"Play Skills"
Edwards,,Jack,"[COPY]Social Skills Assessment","For ages 6-12","2017-11-27 22:46:03","2017-11-27 22:46:19",INVALID,71,Percentage,NULL,0,526,Greetings
Edwards,,Jack,"[COPY]Social Skills Assessment","For ages 6-12","2017-11-27 22:46:03","2017-11-27 22:46:19",INVALID,71,Percentage,NULL,0,528,"Group learning skills"
Edwards,,Jack,"[COPY]Social Skills Assessment","For ages 6-12","2017-11-27 22:46:03","2017-11-27 22:46:19",INVALID,71,Percentage,NULL,0,527,"Reciprocating questions"
Morgan,,Jackson,"Language Skills Assessment","For ages 3-5","2017-11-29 17:30:44","2017-11-29 17:31:14",INVALID,72,Percentage,NULL,0,532,Shapes
Morgan,,Jackson,"Language Skills Assessment","For ages 3-5","2017-11-29 17:30:44","2017-11-29 17:31:14",INVALID,72,Percentage,NULL,50,533,Animals
Michaels,,Daniel,"Developmental Skills Assessment - Scenario 1","Assessment of present levels of developmental skills for child ages 3-6.","2017-11-30 21:47:52","2017-11-30 21:48:11",INVALID,73,Percentage,NULL,66,NULL,NULL
Michaels,,Daniel,"Developmental Skills Assessment - Scenario 2","Assessment of present levels of developmental skills for child ages 3-6.","2017-11-30 22:01:38","2017-11-30 22:02:00",FINISHED,74,Percentage,NULL,50,539,"Motor skills"
Michaels,,Daniel,"Developmental Skills Assessment - Scenario 2","Assessment of present levels of developmental skills for child ages 3-6.","2017-11-30 22:01:38","2017-11-30 22:02:00",FINISHED,74,Percentage,NULL,0,542,"Expressive Language Skills"
Michaels,,Daniel,"Developmental Skills Assessment - Scenario 3","Assessment of present levels of developmental skills for child ages 3-6.","2017-11-30 22:14:24","2017-11-30 22:15:03",FINISHED,75,Percentage,NULL,33,NULL,NULL
Michaels,,Daniel,"Language Skills Assessment","For ages 3-5","2017-12-05 17:13:51","2017-12-05 17:14:02",FINISHED,77,Percentage,NULL,0,532,Shapes
Michaels,,Daniel,"Language Skills Assessment","For ages 3-5","2017-12-05 17:13:51","2017-12-05 17:14:02",FINISHED,77,Percentage,NULL,0,533,Animals
Michaels,,Daniel,"[COPY]Social Skills Assessment","For ages 6-12","2017-12-22 17:56:50","2017-12-22 17:57:09",INVALID,78,Percentage,NULL,0,NULL,NULL
Smith,,Client,"[COPY]Social Skills Assessment","For ages 6-12","2017-12-22 18:03:12","2017-12-22 18:03:35",INVALID,79,Percentage,NULL,0,NULL,NULL
Moore,,Rory,"Perspective Taking Instrument","The following six stories describe six different Helpers trying to help six different people. The six different people have similar serious problems. It is now time to decide whether to support each Helper’s plan to improve the person’s situation. The six Helpers equally care for the people. They highly recommend and provide the same basic plans to help the person, but carry them out in different ways. In the following six paragraphs, the Helpers' accurate accounts of their usual interaction with each person are given. Please rate each Helper’s method by answering the questions that follow. A rating of 1 means you strongly disagree with the method of the helper. A rating of 6 means you strongly agree with the method of the Helper.

Each paragraph consists of many similar simple sentences. However, they are organized in different ways. Pay attention to how good each Helper's method is. You can read all the stories before you rate any of them, but in the end please be sure to rate every question. Thank you!","2018-03-06 16:05:09","2018-03-06 16:06:49",FINISHED,80,OHC,NULL,19.785,NULL,NULL
Moore,,Rory,"Perspective Taking Instrument","The following six stories describe six different Helpers trying to help six different people. The six different people have similar serious problems. It is now time to decide whether to support each Helper’s plan to improve the person’s situation. The six Helpers equally care for the people. They highly recommend and provide the same basic plans to help the person, but carry them out in different ways. In the following six paragraphs, the Helpers' accurate accounts of their usual interaction with each person are given. Please rate each Helper’s method by answering the questions that follow. A rating of 1 means you strongly disagree with the method of the helper. A rating of 6 means you strongly agree with the method of the Helper.

Each paragraph consists of many similar simple sentences. However, they are organized in different ways. Pay attention to how good each Helper's method is. You can read all the stories before you rate any of them, but in the end please be sure to rate every question. Thank you!","2018-03-06 16:05:09","2018-03-06 16:06:49",FINISHED,80,Rasch,NULL,4.6407,NULL,NULL
Moore,,Rory,"Perspective Taking Instrument","The following six stories describe six different Helpers trying to help six different people. The six different people have similar serious problems. It is now time to decide whether to support each Helper’s plan to improve the person’s situation. The six Helpers equally care for the people. They highly recommend and provide the same basic plans to help the person, but carry them out in different ways. In the following six paragraphs, the Helpers' accurate accounts of their usual interaction with each person are given. Please rate each Helper’s method by answering the questions that follow. A rating of 1 means you strongly disagree with the method of the helper. A rating of 6 means you strongly agree with the method of the Helper.

Each paragraph consists of many similar simple sentences. However, they are organized in different ways. Pay attention to how good each Helper's method is. You can read all the stories before you rate any of them, but in the end please be sure to rate every question. Thank you!","2018-03-06 16:05:09","2018-03-06 16:06:49",FINISHED,80,Percentage,NULL,99.9998,NULL,NULL
Morgan,,Jackson,"[COPY]Motor Skills assessment","For children ages 2-6","2018-03-08 21:41:21","2018-03-08 21:41:30",FINISHED,84,Percentage,NULL,0,NULL,NULL
Morgan,,Jackson,"[COPY]Motor Skills assessment","For children ages 2-6","2018-03-08 21:53:50","2018-03-08 21:54:00",FINISHED,85,Percentage,NULL,50,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-08 23:38:22","2018-03-08 23:42:03",INVALID,86,Percentage,NULL,6.7466,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-08 23:38:22","2018-03-08 23:42:03",INVALID,86,Rasch,NULL,-1.4949,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-08 23:38:22","2018-03-08 23:42:03",INVALID,86,OHC,NULL,12.2891,NULL,NULL
Tester,,PTI,"Perspective Taking Instrument","The following six stories describe six different Helpers trying to help six different people. The six different people have similar serious problems. It is now time to decide whether to support each Helper’s plan to improve the person’s situation. The six Helpers equally care for the people. They highly recommend and provide the same basic plans to help the person, but carry them out in different ways. In the following six paragraphs, the Helpers' accurate accounts of their usual interaction with each person are given. Please rate each Helper’s method by answering the questions that follow. A rating of 1 means you strongly disagree with the method of the helper. A rating of 6 means you strongly agree with the method of the Helper.

Each paragraph consists of many similar simple sentences. However, they are organized in different ways. Pay attention to how good each Helper's method is. You can read all the stories before you rate any of them, but in the end please be sure to rate every question. Thank you!","2018-03-27 17:06:35","2018-03-27 17:07:32",FINISHED,89,Rasch,NULL,2.3367,NULL,NULL
Tester,,PTI,"Perspective Taking Instrument","The following six stories describe six different Helpers trying to help six different people. The six different people have similar serious problems. It is now time to decide whether to support each Helper’s plan to improve the person’s situation. The six Helpers equally care for the people. They highly recommend and provide the same basic plans to help the person, but carry them out in different ways. In the following six paragraphs, the Helpers' accurate accounts of their usual interaction with each person are given. Please rate each Helper’s method by answering the questions that follow. A rating of 1 means you strongly disagree with the method of the helper. A rating of 6 means you strongly agree with the method of the Helper.

Each paragraph consists of many similar simple sentences. However, they are organized in different ways. Pay attention to how good each Helper's method is. You can read all the stories before you rate any of them, but in the end please be sure to rate every question. Thank you!","2018-03-27 17:06:35","2018-03-27 17:07:32",FINISHED,89,Percentage,NULL,99.0271,NULL,NULL
Tester,,PTI,"Perspective Taking Instrument","The following six stories describe six different Helpers trying to help six different people. The six different people have similar serious problems. It is now time to decide whether to support each Helper’s plan to improve the person’s situation. The six Helpers equally care for the people. They highly recommend and provide the same basic plans to help the person, but carry them out in different ways. In the following six paragraphs, the Helpers' accurate accounts of their usual interaction with each person are given. Please rate each Helper’s method by answering the questions that follow. A rating of 1 means you strongly disagree with the method of the helper. A rating of 6 means you strongly agree with the method of the Helper.

Each paragraph consists of many similar simple sentences. However, they are organized in different ways. Pay attention to how good each Helper's method is. You can read all the stories before you rate any of them, but in the end please be sure to rate every question. Thank you!","2018-03-27 17:06:35","2018-03-27 17:07:32",FINISHED,89,OHC,NULL,14.8936,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:03:38","2018-03-30 14:09:35",INVALID,90,Rasch,NULL,0.9575,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:03:38","2018-03-30 14:09:35",INVALID,90,Percentage,NULL,83.0838,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:03:38","2018-03-30 14:09:35",INVALID,90,OHC,NULL,10.1347,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:11:39","2018-03-30 14:22:14",INVALID,91,Rasch,NULL,-3.0629,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:11:39","2018-03-30 14:22:14",INVALID,91,OHC,NULL,13.8492,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:11:39","2018-03-30 14:22:14",INVALID,91,Percentage,NULL,0.1096,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:44:22","2018-03-30 14:49:24",FINISHED,92,Rasch,NULL,2.9494,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:44:22","2018-03-30 14:49:24",FINISHED,92,Percentage,NULL,99.8408,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:44:22","2018-03-30 14:49:24",FINISHED,92,OHC,NULL,14.4162,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:54:04","2018-03-30 15:02:48",FINISHED,93,Rasch,NULL,1.2806,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:54:04","2018-03-30 15:02:48",FINISHED,93,OHC,NULL,13.1265,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 14:54:04","2018-03-30 15:02:48",FINISHED,93,Percentage,NULL,89.9838,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 15:09:55","2018-03-30 15:13:15",FINISHED,94,OHC,NULL,14.029,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 15:09:55","2018-03-30 15:13:15",FINISHED,94,Rasch,NULL,2.4483,NULL,NULL
Moore,,Rory,"[COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 15:09:55","2018-03-30 15:13:15",FINISHED,94,Percentage,NULL,99.2824,NULL,NULL
Moore,,Rory,"[COPY][COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 15:53:15","2018-03-30 15:57:01",FINISHED,95,OHC,NULL,12.9874,NULL,NULL
Moore,,Rory,"[COPY][COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 15:53:15","2018-03-30 15:57:01",FINISHED,95,Rasch,NULL,1.293,NULL,NULL
Moore,,Rory,"[COPY][COPY]Decision-Making Instrument ","The goal of this instrument is to decide whether a piece of stained clothing gets clean or stays dirty depending on different factors, e.g. whether it is cleaned with hot or cold water. The test starts with very simple tasks and then increases in difficulty. The test has 17 questions in total.","2018-03-30 15:53:15","2018-03-30 15:57:01",FINISHED,95,Percentage,NULL,90.1992,NULL,NULL
Bishop,James,Bryan,"Primefaces Assessment","Testing a new assessment","2018-03-30 22:13:23","2018-03-30 22:13:32",FINISHED,98,Percentage,NULL,0,NULL,NULL
